match_id,url,competition,round,date,time,venue,spectators,referee,assistants,home_team,away_team,score,score_home,score_away,halftime,coach_home,coach_away,ok,error
3851220,https://www.oefb.at/Spiel/Druck/3851220/,Landesliga,1. Runde,01.08.2025,19:00,sanSirro Stadion Lebring (Sportplatz Lebring),250,Stefan Grasser,Alem Kulasin; Clemens Angerer,SV Lebring,FC Weinland Speed Connect RB Gamlitz,1:0,1,0,0:0,Marko Stankovic,Heinz Karner,True,
3851357,https://www.oefb.at/Spiel/Druck/3851357/,Landesliga,1. Runde,01.08.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),250,Gerhard Kressl,Senaid Covic; Paul Prosen,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,SV SMB Pachern,1:1,1,1,1:1,"Zoran Begic , BEd",Mario Innerhofer-Ambros,True,
3851252,https://www.oefb.at/Spiel/Druck/3851252/,Landesliga,1. Runde,01.08.2025,19:00,Bad Waltersdorf (Thermenstadion),450,Mag. Adnan Dambo,DI (FH) Philipp Schauer; Heimo Mitteregger,TUS Raiba Layjet Heiltherme Bad Waltersdorf,Fehring,1:1,1,1,1:1,Bernd Kulmer,Nejc Omladic,True,
3851196,https://www.oefb.at/Spiel/Druck/3851196/,Landesliga,2. Runde,10.08.2025,10:30,GREMSL Parkett GPT Stadion Eggendorf (Sportplatz Eggendorf),150,Mag. Thomas Ofner,Julian Edlinger; Dr. Andreas Joham,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,SV Lebring,1:1,1,1,1:0,Markus Karner,Marko Stankovic,True,
3851403,https://www.oefb.at/Spiel/Druck/3851403/,Landesliga,2. Runde,09.08.2025,19:00,Walter Niederkofler Stadion Pachern (Stadion Pachern Hauptfeld),200,"Alexander Lappi , MSc",Gerald Bauernfeind; Christian Pock,SV SMB Pachern,SC Stadtwerke Bruck / Mur 1921,2:3,2,3,2:0,Mario Innerhofer-Ambros,Dominik Leodolter,True,
3851285,https://www.oefb.at/Spiel/Druck/3851285/,Landesliga,2. Runde,08.08.2025,19:00,,700,Alem Kulasin,Christian Stockreiter; Alfred Kislick,FC Hohenhaus Tenne Schladming,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,0:0,0,0,0:0,Michael Aigner,"Zoran Begic , BEd",True,
3851374,https://www.oefb.at/Spiel/Druck/3851374/,Landesliga,2. Runde,08.08.2025,19:00,Gamlitz (Weinland-Stadion),250,Mag. Adnan Dambo,Mag. Patrick Schenke; Eduard Werner Strommer,FC Weinland Speed Connect RB Gamlitz,Fürstenfeld,3:0,3,0,0:0,Heinz Karner,"Thomas Kaiser , MSc",True,
3851168,https://www.oefb.at/Spiel/Druck/3851168/,Landesliga,2. Runde,08.08.2025,19:00,,890,DI Dominik Grasser,Ing. Serdar Cetin; Akin Er,Fehring,Gnas,1:1,1,1,0:0,Nejc Omladic,"Simon Opferkuch , BSc",True,
3851185,https://www.oefb.at/Spiel/Druck/3851185/,Landesliga,2. Runde,08.08.2025,19:00,,550,Ing. Florian Sabathi,Daniel Kreiner; Zvonimir Mestrovic,HOFMANN PERSONAL Ilzer SV,DSV Leoben,2:1,2,1,0:1,Christian Scheer,Rene Schicker,True,
3851265,https://www.oefb.at/Spiel/Druck/3851265/,Landesliga,2. Runde,08.08.2025,19:00,Nunner Arena Tillmitsch (Nunner Arena Hauptfeld),300,Christian Birnstingl,DI (FH) Can Cetin; Manuel Reinbacher,SV Fleischereimaschinen Schenk Tillmitsch,TUS Raiba Layjet Heiltherme Bad Waltersdorf,1:0,1,0,0:0,Bernd Windisch,Bernd Kulmer,True,
3851305,https://www.oefb.at/Spiel/Druck/3851305/,Landesliga,2. Runde,08.08.2025,19:00,,400,Gerhard Wango,"Martin Lödl; Kevin Walzl , BA",Wildon,ASK Mochart Köflach,2:0,2,0,1:0,Christoph Meier,Michael Zisser,True,
3851206,https://www.oefb.at/Spiel/Druck/3851206/,Landesliga,3. Runde,15.08.2025,19:00,,250,DI,Benedikt Weinhandl; Akin Er,ASK Mochart Köflach,Fehring,1:1,1,1,1:0,Michael Zisser,Nejc Omladic,True,
3851279,https://www.oefb.at/Spiel/Druck/3851279/,Landesliga,3. Runde,15.08.2025,19:00,Fürstenfeld (Rudolf Gutmann Stadion),350,Stojan Vukota,Julian Edlinger; Kurt Duschek,Fürstenfeld,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,2:0,2,0,1:0,"Thomas Kaiser , MSc",Markus Karner,True,
3851388,https://www.oefb.at/Spiel/Druck/3851388/,Landesliga,3. Runde,15.08.2025,19:00,,800,Gerhard Wango,Stefan Ranzenmayr; Janik Gierer,Gnas,SV Fleischereimaschinen Schenk Tillmitsch,2:6,2,6,1:3,"Simon Opferkuch , BSc",Bernd Windisch,True,
3851186,https://www.oefb.at/Spiel/Druck/3851186/,Landesliga,3. Runde,15.08.2025,19:00,sanSirro Stadion Lebring (Sportplatz Lebring),450,Franz Josef Krainer,Alfred Amtmann; Christian Muresan,SV Lebring,SV SMB Pachern,3:3,3,3,1:3,Marko Stankovic,Mario Innerhofer-Ambros,True,
3851299,https://www.oefb.at/Spiel/Druck/3851299/,Landesliga,3. Runde,15.08.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),265,Harald Ranz,Erwin Komornyik; Robert Primus,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,HOFMANN PERSONAL Ilzer SV,1:1,1,1,0:0,"Zoran Begic , BEd",Christian Scheer,True,
3851218,https://www.oefb.at/Spiel/Druck/3851218/,Landesliga,3. Runde,15.08.2025,18:30,KARTNIGS Werbeprofi Arena (KARTNIGS Werbeprofi Arena),252,Werner Harrer,Christian Birnstingl; Mag. (FH) Stephan Koren,DSV Leoben,Wildon,0:2,0,2,0:0,Rene Schicker,Christoph Meier,True,
3851304,https://www.oefb.at/Spiel/Druck/3851304/,Landesliga,3. Runde,14.08.2025,20:00,Grill KG Murinselstadion Bruck an der Mur (Murinselstadion),250,Dalibor Popovic,Ewald Dolliner; Minas Beshay,SC Stadtwerke Bruck / Mur 1921,FC Hohenhaus Tenne Schladming,1:1,1,1,0:0,Dominik Leodolter,Michael Aigner,True,
3851219,https://www.oefb.at/Spiel/Druck/3851219/,Landesliga,3. Runde,13.08.2025,19:30,Bad Waltersdorf (Thermenstadion) (Sportplatz Bad Waltersdorf),400,Alem Kulasin,Christian Omulec; Daniel Schalk,TUS Raiba Layjet Heiltherme Bad Waltersdorf,FC Weinland Speed Connect RB Gamlitz,0:1,0,1,0:0,Bernd Kulmer,Heinz Karner,True,
3851351,https://www.oefb.at/Spiel/Druck/3851351/,Landesliga,4. Runde,23.08.2025,16:00,GREMSL Parkett GPT Stadion Eggendorf (Sportplatz Eggendorf),280,Roland Schweiger,Fabio-Luca Stadler; Sladan Markovic,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,TUS Raiba Layjet Heiltherme Bad Waltersdorf,3:1,3,1,2:1,Markus Karner,Bernd Kulmer,True,
3851286,https://www.oefb.at/Spiel/Druck/3851286/,Landesliga,4. Runde,22.08.2025,19:00,,850,Erwin Komornyik,"Robert Primus; Martin Kriehuber , MEd BEd",FC Hohenhaus Tenne Schladming,SV Lebring,0:3,0,3,0:1,Michael Aigner,Marko Stankovic,True,
3851214,https://www.oefb.at/Spiel/Druck/3851214/,Landesliga,4. Runde,22.08.2025,19:00,Gamlitz (Weinland-Stadion),350,Jörg Hofgartner,Peter Hegedüs; Selami Jashanica,FC Weinland Speed Connect RB Gamlitz,Gnas,2:0,2,0,0:0,Heinz Karner,"Simon Opferkuch , BSc",True,
3851320,https://www.oefb.at/Spiel/Druck/3851320/,Landesliga,4. Runde,22.08.2025,19:00,,400,Stojan Vukota,Edin Kudic; Agron Ziberi,Fehring,DSV Leoben,3:1,3,1,2:0,Nejc Omladic,Rene Schicker,True,
3851395,https://www.oefb.at/Spiel/Druck/3851395/,Landesliga,4. Runde,22.08.2025,19:00,Nunner Arena Tillmitsch (Nunner Arena Hauptfeld),500,Mag. Adnan Dambo,DI Peter Bürscher; Ing. Jasmin Mehmedinovic,SV Fleischereimaschinen Schenk Tillmitsch,ASK Mochart Köflach,3:1,3,1,1:0,Bernd Windisch,Michael Zisser,True,
3851187,https://www.oefb.at/Spiel/Druck/3851187/,Landesliga,4. Runde,22.08.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),250,Gerald Bauernfeind,Thomas Wamberger; Franz Pachernegg,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,SC Stadtwerke Bruck / Mur 1921,4:0,4,0,2:0,"Zoran Begic , BEd",Dominik Leodolter,True,
3851356,https://www.oefb.at/Spiel/Druck/3851356/,Landesliga,4. Runde,22.08.2025,19:00,,300,"Markus Lamb , MA",Ing. Florian Sabathi; Heike Leitinger,SV SMB Pachern,Fürstenfeld,3:0,3,0,2:0,Mario Innerhofer-Ambros,"Thomas Kaiser , MSc",True,
3851209,https://www.oefb.at/Spiel/Druck/3851209/,Landesliga,4. Runde,21.08.2025,19:00,Pfeifer Real Arena Ilz (Sportplatz Ilz),650,Markus Schweiger,Gerald Mock; Fahrudin Pedljic,HOFMANN PERSONAL Ilzer SV,Wildon,1:4,1,4,1:2,Christian Scheer,Christoph Meier,True,
3851205,https://www.oefb.at/Spiel/Druck/3851205/,Landesliga,5. Runde,30.08.2025,17:00,Stadion Wildon (Sportplatz Wildon),250,Jörg Hofgartner,"Daniel Hofer , MBA; Elvedin Beganovic",Wildon,Fehring,2:1,2,1,1:0,Christoph Meier,Nejc Omladic,True,
3851296,https://www.oefb.at/Spiel/Druck/3851296/,Landesliga,5. Runde,30.08.2025,16:00,Fürstenfeld (Rudolf Gutmann Stadion) (Sportplatz Fürstenfeld),237,Gerald Bognar,Thomas Wamberger; Franz Hofer,Fürstenfeld,FC Hohenhaus Tenne Schladming,0:0,0,0,0:0,"Thomas Kaiser , MSc",Michael Aigner,True,
3851310,https://www.oefb.at/Spiel/Druck/3851310/,Landesliga,5. Runde,29.08.2025,19:00,,281,"Daniel Hofer , MBA",Mag. Adnan Dambo; Ing. Hubert Adam,ASK Mochart Köflach,FC Weinland Speed Connect RB Gamlitz,2:2,2,2,1:1,Michael Zisser,Heinz Karner,True,
3851311,https://www.oefb.at/Spiel/Druck/3851311/,Landesliga,5. Runde,29.08.2025,19:00,,500,DI,Sascha Koprivnik; Patrick Strini,Gnas,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,1:2,1,2,1:2,"Simon Opferkuch , BSc",Markus Karner,True,
3851239,https://www.oefb.at/Spiel/Druck/3851239/,Landesliga,5. Runde,29.08.2025,19:00,,250,"Markus Lamb , MA",Lena Hirtl; Julia Stefanie Baier,SC Stadtwerke Bruck / Mur 1921,HOFMANN PERSONAL Ilzer SV,1:5,1,5,0:1,Dominik Leodolter,Christian Scheer,True,
3851375,https://www.oefb.at/Spiel/Druck/3851375/,Landesliga,5. Runde,29.08.2025,19:00,sanSirro Stadion Lebring (Sportplatz Lebring),350,Julian Edlinger,Wolfgang Pucher; Shpresim Kramoviku,SV Lebring,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,2:4,2,4,0:1,Marko Stankovic,"Zoran Begic , BEd",True,
3851261,https://www.oefb.at/Spiel/Druck/3851261/,Landesliga,5. Runde,29.08.2025,19:00,Bad Waltersdorf (Thermenstadion),350,Stefan Grasser,Markus Schweiger; Markus Pöllabauer,TUS Raiba Layjet Heiltherme Bad Waltersdorf,SV SMB Pachern,3:1,3,1,2:0,Martin Schöberl,Mario Innerhofer-Ambros,True,
3851190,https://www.oefb.at/Spiel/Druck/3851190/,Landesliga,5. Runde,29.08.2025,18:30,KARTNIGS Werbeprofi Arena (KARTNIGS Werbeprofi Arena),262,Gerhard Kressl,Gerald Bauernfeind; Anton Strablegg,DSV Leoben,SV Fleischereimaschinen Schenk Tillmitsch,1:0,1,0,0:0,Rene Schicker,Bernd Windisch,True,
3851288,https://www.oefb.at/Spiel/Druck/3851288/,Landesliga,6. Runde,06.09.2025,16:00,GREMSL Parkett GPT Stadion Eggendorf (Sportplatz Eggendorf),150,Senaid Covic,Philipp Duschek; Paul Prosen,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,ASK Mochart Köflach,4:2,4,2,2:1,Markus Karner,Michael Zisser,True,
3851167,https://www.oefb.at/Spiel/Druck/3851167/,Landesliga,6. Runde,05.09.2025,19:00,,700,Ing. Florian Sabathi,Anton Strablegg; Christian Pock,FC Hohenhaus Tenne Schladming,TUS Raiba Layjet Heiltherme Bad Waltersdorf,1:5,1,5,0:1,Michael Aigner,Bernd Kulmer,True,
3851365,https://www.oefb.at/Spiel/Druck/3851365/,Landesliga,6. Runde,05.09.2025,19:00,Gamlitz (Weinland-Stadion),250,Christian Birnstingl,Tarik Sahbegovic; Klaus Brunner,FC Weinland Speed Connect RB Gamlitz,DSV Leoben,1:1,1,1,0:0,Heinz Karner,Rene Schicker,True,
3851237,https://www.oefb.at/Spiel/Druck/3851237/,Landesliga,6. Runde,05.09.2025,19:00,,300,"Alexander Lappi , MSc",Zvonimir Mestrovic; Ewald Dolliner,HOFMANN PERSONAL Ilzer SV,Fehring,3:0,3,0,2:0,Christian Scheer,Nejc Omladic,True,
3851292,https://www.oefb.at/Spiel/Druck/3851292/,Landesliga,6. Runde,05.09.2025,19:00,,152,Sascha Koprivnik,DI (FH) Can Cetin; Patrick Windisch,SC Stadtwerke Bruck / Mur 1921,SV Lebring,0:1,0,1,0:1,Dominik Leodolter,Marko Stankovic,True,
3851393,https://www.oefb.at/Spiel/Druck/3851393/,Landesliga,6. Runde,05.09.2025,19:00,Nunner Arena Tillmitsch (Nunner Arena Hauptfeld),500,Bernd Eigler,"Bernhard Reiter , MEd; Martin Plank",SV Fleischereimaschinen Schenk Tillmitsch,Wildon,1:1,1,1,1:0,Bernd Windisch,Christoph Meier,True,
3851385,https://www.oefb.at/Spiel/Druck/3851385/,Landesliga,6. Runde,05.09.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),250,Markus Schweiger,Julian Edlinger; Martin Grain,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,Fürstenfeld,1:1,1,1,1:1,"Zoran Begic , BEd","Thomas Kaiser , MSc",True,
3851280,https://www.oefb.at/Spiel/Druck/3851280/,Landesliga,6. Runde,05.09.2025,19:00,,300,Dalibor Popovic,Daniel Kreiner; Franz Leitinger,SV SMB Pachern,Gnas,3:2,3,2,0:1,Mario Innerhofer-Ambros,"Simon Opferkuch , BSc",True,
3851400,https://www.oefb.at/Spiel/Druck/3851400/,Landesliga,7. Runde,13.09.2025,16:00,,400,Christian Birnstingl,"Werner Harrer; DI Alexander Pintscher , BSc",SV Lebring,HOFMANN PERSONAL Ilzer SV,2:0,2,0,2:0,Marko Stankovic,Christian Scheer,True,
3851337,https://www.oefb.at/Spiel/Druck/3851337/,Landesliga,7. Runde,12.09.2025,19:00,,250,Alem Kulasin,Christian Omulec; Ing. Dino Peckovic,ASK Mochart Köflach,SV SMB Pachern,0:0,0,0,0:0,Michael Zisser,Mario Innerhofer-Ambros,True,
3851361,https://www.oefb.at/Spiel/Druck/3851361/,Landesliga,7. Runde,12.09.2025,19:00,,300,Harald Ranz,Dominik Salzger; Patrick Gehrer,Fehring,SV Fleischereimaschinen Schenk Tillmitsch,0:2,0,2,0:0,Nejc Omladic,Bernd Windisch,True,
3851229,https://www.oefb.at/Spiel/Druck/3851229/,Landesliga,7. Runde,12.09.2025,19:00,Fürstenfeld (Rudolf Gutmann Stadion),200,"Alexander Lappi , MSc",Ewald Dolliner; Reinhold Summer,Fürstenfeld,SC Stadtwerke Bruck / Mur 1921,1:1,1,1,0:0,"Thomas Kaiser , MSc",Dominik Leodolter,True,
3851245,https://www.oefb.at/Spiel/Druck/3851245/,Landesliga,7. Runde,12.09.2025,19:00,,500,Werner Harrer,Christian Birnstingl; Patrick Strini,Gnas,FC Hohenhaus Tenne Schladming,1:1,1,1,0:0,"Simon Opferkuch , BSc",Michael Aigner,True,
3851313,https://www.oefb.at/Spiel/Druck/3851313/,Landesliga,7. Runde,12.09.2025,19:00,Bad Waltersdorf (Thermenstadion),450,Stojan Vukota,Jörg Hofgartner; Vedad Emso,TUS Raiba Layjet Heiltherme Bad Waltersdorf,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,2:3,2,3,1:0,Bernd Kulmer,"Zoran Begic , BEd",True,
3851316,https://www.oefb.at/Spiel/Druck/3851316/,Landesliga,7. Runde,12.09.2025,19:00,,300,Mag. Thomas Ofner,"Ing. BSc. Klaus Temmel , MA; Gabrijell Marki",Wildon,FC Weinland Speed Connect RB Gamlitz,1:2,1,2,1:1,Christoph Meier,Heinz Karner,True,
3851300,https://www.oefb.at/Spiel/Druck/3851300/,Landesliga,7. Runde,12.09.2025,18:30,KARTNIGS Werbeprofi Arena (KARTNIGS Werbeprofi Arena),350,Gerhard Wango,Roland Gierer; Marcel Rößler,DSV Leoben,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,1:0,1,0,0:0,Rene Schicker,Markus Karner,True,
3851404,https://www.oefb.at/Spiel/Druck/3851404/,Landesliga,8. Runde,21.09.2025,10:15,GREMSL Parkett GPT Stadion Eggendorf (Sportplatz Eggendorf),250,Markus Schweiger,Christian Stockreiter; Gerhard Kaiser,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,Wildon,1:3,1,3,1:1,Markus Karner,Christoph Meier,True,
3851278,https://www.oefb.at/Spiel/Druck/3851278/,Landesliga,8. Runde,19.09.2025,19:00,,777,Stefan Grasser,Daniel Schalk; Dusan Popadic,FC Hohenhaus Tenne Schladming,ASK Mochart Köflach,1:1,1,1,0:1,Michael Aigner,Michael Zisser,True,
3851377,https://www.oefb.at/Spiel/Druck/3851377/,Landesliga,8. Runde,19.09.2025,19:00,Gamlitz (Weinland-Stadion),250,Werner Harrer,Patrick Strini; Robert Primus,FC Weinland Speed Connect RB Gamlitz,Fehring,1:2,1,2,0:2,Heinz Karner,Nejc Omladic,True,
3851298,https://www.oefb.at/Spiel/Druck/3851298/,Landesliga,8. Runde,19.09.2025,19:00,Pfeifer Real Arena Ilz (Sportplatz Ilz),550,Erwin Komornyik,Dominik Salzger; Stefan Manfred Eisner,HOFMANN PERSONAL Ilzer SV,SV Fleischereimaschinen Schenk Tillmitsch,0:0,0,0,0:0,Christian Scheer,Bernd Windisch,True,
3851249,https://www.oefb.at/Spiel/Druck/3851249/,Landesliga,8. Runde,19.09.2025,19:00,,250,Dalibor Popovic,Senaid Covic; Minas Beshay,SC Stadtwerke Bruck / Mur 1921,TUS Raiba Layjet Heiltherme Bad Waltersdorf,3:2,3,2,1:0,Dominik Leodolter,Bernd Kulmer,True,
3851276,https://www.oefb.at/Spiel/Druck/3851276/,Landesliga,8. Runde,19.09.2025,19:00,sanSirro Stadion Lebring (Sportplatz Lebring),250,Alem Kulasin,Christian Omulec; Fahrudin Pedljic,SV Lebring,Fürstenfeld,1:0,1,0,1:0,Marko Stankovic,"Thomas Kaiser , MSc",True,
3851335,https://www.oefb.at/Spiel/Druck/3851335/,Landesliga,8. Runde,19.09.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),200,Gerhard Kressl,"Alexander Lappi , MSc; Anton Strablegg",SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,Gnas,2:1,2,1,0:1,"Zoran Begic , BEd","Simon Opferkuch , BSc",True,
3851328,https://www.oefb.at/Spiel/Druck/3851328/,Landesliga,8. Runde,19.09.2025,19:00,,344,Ing. Florian Sabathi,Paul Prosen; Christian Pock,SV SMB Pachern,DSV Leoben,4:0,4,0,0:0,Mario Innerhofer-Ambros,Rene Schicker,True,
3851194,https://www.oefb.at/Spiel/Druck/3851194/,Landesliga,9. Runde,27.09.2025,16:00,Fürstenfeld (Rudolf Gutmann Stadion) (Sportplatz Fürstenfeld),800,Senaid Covic,Dalibor Popovic; Heike Leitinger,Fürstenfeld,HOFMANN PERSONAL Ilzer SV,2:4,2,4,2:1,"Thomas Kaiser , MSc",Christian Scheer,True,
3851315,https://www.oefb.at/Spiel/Druck/3851315/,Landesliga,9. Runde,26.09.2025,19:00,,200,Franz Josef Krainer,Salhudin Causevic; Ilirjan Xheka,ASK Mochart Köflach,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,1:1,1,1,1:0,Michael Zisser,"Zoran Begic , BEd",True,
3851392,https://www.oefb.at/Spiel/Druck/3851392/,Landesliga,9. Runde,26.09.2025,19:00,,300,Gerald Bauernfeind,Ing. Florian Sabathi; Senaid Covic,Fehring,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,0:5,0,5,0:1,Nejc Omladic,Markus Karner,True,
3851398,https://www.oefb.at/Spiel/Druck/3851398/,Landesliga,9. Runde,26.09.2025,19:00,,650,"Daniel Hofer , MBA",Stojan Vukota; Muhamet Svishta,Gnas,SC Stadtwerke Bruck / Mur 1921,6:0,6,0,3:0,"Simon Opferkuch , BSc",Dominik Leodolter,True,
3851340,https://www.oefb.at/Spiel/Druck/3851340/,Landesliga,9. Runde,26.09.2025,19:00,Nunner Arena Tillmitsch (Nunner Arena Hauptfeld),650,"Markus Lamb , MA",Gerhard Kressl; Daniel Kreiner,SV Fleischereimaschinen Schenk Tillmitsch,FC Weinland Speed Connect RB Gamlitz,4:1,4,1,1:1,Bernd Windisch,Heinz Karner,True,
3851268,https://www.oefb.at/Spiel/Druck/3851268/,Landesliga,9. Runde,26.09.2025,19:00,Bad Waltersdorf (Thermenstadion),217,Lena Hirtl,Julia Stefanie Baier; Thomas Wamberger,TUS Raiba Layjet Heiltherme Bad Waltersdorf,SV Lebring,4:3,4,3,2:0,Bernd Kulmer,Marko Stankovic,True,
3851210,https://www.oefb.at/Spiel/Druck/3851210/,Landesliga,9. Runde,26.09.2025,19:00,,300,DI,Tarik Sahbegovic; Martin Hartner,Wildon,SV SMB Pachern,2:0,2,0,1:0,Christoph Meier,Mario Innerhofer-Ambros,True,
3851354,https://www.oefb.at/Spiel/Druck/3851354/,Landesliga,9. Runde,26.09.2025,18:30,KARTNIGS Werbeprofi Arena (KARTNIGS Werbeprofi Arena),275,Jörg Hofgartner,Mag. Thomas Ofner; Jürgen Reiter,DSV Leoben,FC Hohenhaus Tenne Schladming,0:2,0,2,0:1,Rene Schicker,Michael Aigner,True,
3851318,https://www.oefb.at/Spiel/Druck/3851318/,Landesliga,10. Runde,04.10.2025,15:00,,200,Christian Birnstingl,Heimo Blümel; Rafael Pöschl,FSC Hochegger Dächer Eggendorf / Hartberg Amat.,SV Fleischereimaschinen Schenk Tillmitsch,5:0,5,0,3:0,Markus Karner,Bernd Windisch,True,
3851344,https://www.oefb.at/Spiel/Druck/3851344/,Landesliga,10. Runde,03.10.2025,19:00,,800,Roland Schweiger,Fabio-Luca Stadler; Daniel Felber,FC Hohenhaus Tenne Schladming,Wildon,2:4,2,4,2:3,Michael Aigner,Christoph Meier,True,
3851381,https://www.oefb.at/Spiel/Druck/3851381/,Landesliga,10. Runde,03.10.2025,19:00,,350,DI,Ing. Franz Deutschmann; Emil Spari,HOFMANN PERSONAL Ilzer SV,FC Weinland Speed Connect RB Gamlitz,2:0,2,0,0:0,Christian Scheer,Heinz Karner,True,
3851212,https://www.oefb.at/Spiel/Druck/3851212/,Landesliga,10. Runde,03.10.2025,19:00,,200,Ing. Florian Sabathi,Ing. Martin Wangg; Gerhard Kaiser,SC Stadtwerke Bruck / Mur 1921,ASK Mochart Köflach,1:1,1,1,1:0,Dinan Pusculovic,Michael Zisser,True,
3851191,https://www.oefb.at/Spiel/Druck/3851191/,Landesliga,10. Runde,03.10.2025,19:00,sanSirro Stadion Lebring (Sportplatz Lebring),250,Markus Schweiger,Stefan Grasser; Markus Pöllabauer,SV Lebring,Gnas,3:0,3,0,1:0,Marko Stankovic,"Simon Opferkuch , BSc",True,
3851199,https://www.oefb.at/Spiel/Druck/3851199/,Landesliga,10. Runde,03.10.2025,19:00,Sportplatz Usv Allerheiligen/W. (Sportplatz Allerheiligen/W.),300,Mag. Adnan Dambo,Edin Kudic; Edin Cenanovic,SV OGET - Pflanzenschutz Raiffeisen Allerheiligen,DSV Leoben,5:1,5,1,1:1,"Zoran Begic , BEd",Rene Schicker,True,
3851235,https://www.oefb.at/Spiel/Druck/3851235/,Landesliga,10. Runde,03.10.2025,19:00,,350,Gerhard Wango,Roland Gierer; August Schönwetter,SV SMB Pachern,Fehring,6:2,6,2,2:0,Mario Innerhofer-Ambros,Nejc Omladic,True,
3851389,https://www.oefb.at/Spiel/Druck/3851389/,Landesliga,10. Runde,02.10.2025,19:00,Fürstenfeld (Rudolf Gutmann Stadion) (Sportplatz Fürstenfeld),300,Harald Ranz,Manuel Reinbacher; Stefan Manfred Eisner,Fürstenfeld,TUS Raiba Layjet Heiltherme Bad Waltersdorf,1:1,1,1,0:1,"Thomas Kaiser , MSc",Bernd Kulmer,True,
3866090,https://www.oefb.at/Spiel/Druck/3866090/,Oberliga Nord,1. Runde,09.08.2025,19:30,Mürzzuschlag (Städtische Sportanlage) (Sportplatz Mürzzuschlag ESV),246,Ing. Daniel Renner-Paul,Agron Ziberi; Edin Cenanovic,Mürzzuschlag ESV,St. Peter / Kbg.,2:2,2,2,1:2,Kurt Taferner,Norbert Würger,True,
3866065,https://www.oefb.at/Spiel/Druck/3866065/,Oberliga Nord,1. Runde,09.08.2025,17:30,SC Liezen Stadion (Kunstrasen) (Sportplatz SC Liezen),200,Daniel Kreiner,Senaid Covic; Paul Prosen,SC Tactix Liezen,EKRO Tus Krieglach,2:2,2,2,1:2,Gernot Stradner,Robert Hofbauer,True,
3866041,https://www.oefb.at/Spiel/Druck/3866041/,Oberliga Nord,1. Runde,08.08.2025,19:00,,200,"DI Alexander Pintscher , BSc",Mag. (FH) Stephan Koren; Gernot Kollmann,"ESV ""Barbershop Arena"" Knittelfeld",Kapfenberger SV Amat.,2:0,2,0,0:0,Siegfried Rasswalder,"Matthias Puschl , BA",True,
3866134,https://www.oefb.at/Spiel/Druck/3866134/,Oberliga Nord,1. Runde,08.08.2025,19:00,,200,Paul Prosen,Minas Beshay; Franz Pachernegg,FC E - Werk Kindberg - Mürzhofen,ATV MERCANDO Irdning,4:0,4,0,0:0,Rene Pitter,Karl Dusvald,True,
3866035,https://www.oefb.at/Spiel/Druck/3866035/,Oberliga Nord,1. Runde,08.08.2025,19:00,Aichfeldstadion Zeltweg (Aichfeldstadion Hauptfeld),150,"Ing. BSc. Klaus Temmel , MA",Benedikt Weinhandl; Heimo Mitteregger,FC Zeltweg,ESV Raiffeisen St.Michael,1:3,1,3,0:1,Marco Dorner,Kevin Karner,True,
3866031,https://www.oefb.at/Spiel/Druck/3866031/,Oberliga Nord,1. Runde,08.08.2025,18:30,Sportplatz Sc St.Peter/Fr. (St. Peter/Fr. Hauptfeld),170,Thomas Fluch,Stefan Ranzenmayr; Sabine Weissl,SC Kutlesa Forstbedarf St.Peter - Freienstein,FC Stadtwerke Judenburg,7:0,7,0,2:0,Hannes Haberl,Heinz Thonhofer,True,
3866166,https://www.oefb.at/Spiel/Druck/3866166/,Oberliga Nord,1. Runde,08.08.2025,18:15,Grimming Stadion Bad Mitterndorf (Sportplatz Bad Mitterndorf),300,Harald Ranz,Patrick Strini; Stefan Manfred Eisner,Bad Mitterndorf,SV McDonald´s St. Lorenzen / Knf.,1:0,1,0,0:0,Rene Ziller,Robert Früstük,True,
