player_id,name,birth_year,age,teams,competitions,minutes,matches,off,def,total,peak,pct_total,pct_peak,pct_talent
1509881,Giannis Karakoutis,2003,23,SV Licht-Loidl Lafnitz,Regionalliga Mitte,900,13,-0.0338,0.1074,0.0736,0.1036,11.2,11.2,26.4
1510726,Meguru Odagaki,1997,29,FCM Traiskirchen / FavAC,Regionalliga Ost,2767,31,0.0471,0.0264,0.0736,0.1036,15.6,15.6,18.2
1556634,Andraz Zinic,1999,27,SAK,Kärntner Liga,1126,13,0.006,0.0676,0.0736,0.0736,15.9,15.9,34.7
1104613,Felix Schachner,2007,19,SV Schwechat,Wiener Stadtliga,2065,34,0.0503,0.0231,0.0734,0.2234,11.2,11.2,11.6
623907,Bernhard Hahn,2000,26,SV Leobendorf,Regionalliga Ost,3917,60,-0.0087,0.0821,0.0734,0.0734,17.6,17.6,19.2
784344,Philip Schneider,2001,25,SR Donaufeld,Regionalliga Ost,7539,87,0.0335,0.0399,0.0734,0.0734,17.2,17.2,2.8
1068208,David Pöll,2007,19,AKA St. Pölten NÖ U16 / AKA St. Pölten NÖ U18 / SKN St. Pölten,11teamsports 1. Landesliga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,5549,75,0.0536,0.0197,0.0733,0.2233,11.4,11.4,2.8
1069766,Mathias Chudoba,2008,18,SV Straßwalchen,Salzburger Liga,3689,51,0.104,-0.0307,0.0733,0.2833,12.0,12.0,6.8
1020896,Burak Gül,,,Fürstenfeld / Gleisdorf 09 / SV multicenter FELDBACH 1919,Landesliga / Oberliga Süd Ost / Regionalliga Mitte,1395,40,0.0394,0.0337,0.0732,0.0732,,,
1115456,Luka Micanovic,2008,18,SV Grödig / UFC Hallein,Salzburger Liga,1086,34,0.0264,0.0468,0.0732,0.2832,12.1,12.1,20.9
591227,Christian Hayden,1994,32,SV Langenrohr,11teamsports 1. Landesliga,1537,21,0.0162,0.057,0.0732,0.1932,14.2,14.2,30.7
363957,Luca Ronacher,1997,29,Matrei / TSU Bramberg,Kärntner Liga / Salzburger Liga,3515,45,-0.0426,0.1157,0.0731,0.1031,16.0,16.0,16.0
409998,Andreas Neurauter,1996,30,SC Münster,HYPO TIROL Liga,4298,56,-0.0519,0.1249,0.0731,0.1231,17.5,17.5,15.6
870373,Tizian Bender,2002,24,Austria XIII Auhof Center / LAC-Inter / SC Neusiedl am See 1919 / Wiener Sport-Club,Regionalliga Ost / Wiener Stadtliga,2118,42,0.0315,0.0415,0.073,0.083,11.1,11.1,17.7
1038185,Frederic Flatz,2006,20,AKA Hypo Vorarlberg U18 / SC Austria Lustenau Amateure,VN.at-Eliteliga / VOL.AT-Eliteliga / ÖFB Jugendliga U18,3240,36,0.0738,-0.001,0.0729,0.1729,10.5,10.5,5.0
1082668,Marco Dominkus,2000,26,Klingenbach / SC Bad Sauerbrunn,Burgenland Energie Landesliga / Burgenlandliga,4148,60,0.0029,0.07,0.0729,0.0729,17.8,17.8,18.5
238537,Fabian Birschner,1991,35,SV Längenfeld,HYPO TIROL Liga,3649,42,0.0816,-0.0088,0.0729,0.3429,16.7,16.7,19.8
1341284,Nikola-Aleksandar Sekulić,2009,17,NWZ SKN St. Pölten U16 / NWZ SKN St. Pölten U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,2240,33,-0.0568,0.1296,0.0728,0.3328,12.6,12.6,15.0
182357,Markus Karlon,1996,30,FC E-Werk Kindberg-Mürzhofen,Landesliga / Oberliga Nord,3248,44,0.0333,0.0395,0.0728,0.1228,17.8,17.8,21.2
210446,Peter Baumkircher,1995,31,TSV RSI Systems Kirchberg/Raab,Oberliga Süd Ost,1962,23,0.0539,0.0189,0.0728,0.1528,19.5,19.5,31.7
1462261,Emanuel Ofori Agyemang,2004,22,WAC,Regionalliga Mitte,1157,17,0.0029,0.0698,0.0727,0.1227,11.5,11.5,22.4
817107,Benjamin Budimir,2002,24,FC Marchfeld Donauauen,Regionalliga Ost,4719,67,-0.0417,0.1144,0.0727,0.0827,11.2,11.2,6.3
1116923,Felix Paul Albrecht,2008,18,AKA Hypo Vorarlberg U16 / AKA Hypo Vorarlberg U18 / FC Sohm Alberschwende,VN.at-Eliteliga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3958,51,-0.0441,0.1167,0.0726,0.2826,12.2,12.2,5.9
1117914,Burhan Güvenc,2008,18,NWZ TWL Elektra U16,ÖFB Jugendregionalliga Ost U16,1365,18,0.0202,0.0524,0.0726,0.2826,12.3,12.3,19.5
778166,Florian Weiler,2003,23,Gleisdorf 09 / Kalsdorf / St. Anna/A. / TUS Raiba Layjet Heiltherme Bad Waltersdorf,Landesliga / Regionalliga Mitte,4793,78,-0.0294,0.102,0.0726,0.1026,11.3,11.3,5.4
884318,Elias Pötsch,,,SV DIGGERS & MORE Gössendorf,Oberliga Mitte West,2199,26,0.0457,0.0269,0.0726,0.0726,,,
906752,Haris Hrustan,2005,21,DSC Wonisch Installationen / DSV Leoben / SV Fleischereimaschinen Schenk Tillmitsch / Weiz,Landesliga / Regionalliga Mitte,5166,72,-0.0143,0.0869,0.0726,0.1426,10.7,10.7,2.4
1031458,Hamza Hadzic,2007,19,NWZ SPG SKU Amstetten/AFW U18,ÖFB Jugendregionalliga U18,904,17,-0.0336,0.1061,0.0725,0.2225,11.5,11.5,19.7
1055406,Christoph Grün,2008,18,NWZ FAC Wien U16,ÖFB Jugendregionalliga Ost U16,383,5,0.0651,0.0074,0.0725,0.2825,12.4,12.4,27.5
1063825,Finn Tonetti,2007,19,AKA Hypo Vorarlberg U16 / AKA Hypo Vorarlberg U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,469,21,0.0472,0.0252,0.0724,0.2224,11.6,11.6,24.3
1004786,Jakob Franz Bischof,2004,22,ATV MERCANDO Irdning,Oberliga Nord,990,11,-0.0099,0.0822,0.0723,0.1223,11.6,11.6,25.1
43785,Phillip Gschwandtner,1996,30,DSG Union HABAU Perg,LT1 OÖ Liga,5192,58,0.0251,0.0472,0.0723,0.1223,18.2,18.2,11.5
894622,Maximilian Sorger,2003,23,ATSV Wolfsberg,Kärntner Liga,5002,78,0.0457,0.0265,0.0722,0.1022,11.5,11.5,4.9
1121180,Fabian Pöttler,2010,16,DSM AKA OSTSTEIERMARK U16 A,ÖFB Jugendregionalliga U16,586,7,0.0519,0.0201,0.0721,0.3921,13.0,13.0,32.9
1121934,Maximillian Geyer,2007,19,DSM Hartberg AKA U18 / SPG DSM Fußball Akademie Oststeiermark U18 / SV LICHT-LOIDL Lafnitz Amat. / SV LICHT-LOIDL Lafnitz II / SV Licht-Loidl Lafnitz,Landesliga / Oberliga Süd Ost / Regionalliga Mitte / ÖFB Jugendregionalliga Ost U18 / ÖFB Jugendregionalliga U18,3665,49,-0.0483,0.1204,0.0721,0.2221,11.7,11.7,5.6
418020,Marcel Gufler,2000,26,SV Haiming,HYPO TIROL Liga,553,11,0.084,-0.0118,0.0721,0.0721,18.0,18.0,43.8
76108,Philipp Huspek,1991,35,Wallern,Regionalliga Mitte,6045,74,0.0307,0.0414,0.0721,0.3421,17.5,17.5,5.6
1070621,Marvin Gaibinger,2007,19,NWZ KSV 1919 U16 / NWZ KSV 1919 U18 / NWZ SPG KSV 1919 U18 / SV MM Frohnleiten,Landesliga / Oberliga Mitte West / ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga Ost U18 / ÖFB Jugendregionalliga U18,2972,35,-0.0301,0.1022,0.072,0.222,11.9,11.9,8.7
1129709,Nikola Vasic,2010,16,AKA SK Rapid U15 / AKA SK Rapid U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2451,38,0.0258,0.0462,0.072,0.392,13.2,13.2,7.4
1482635,Luis Felipe Alarcon Guzman,2002,24,Bischofshofen Sportklub 1933,Regionalliga West,913,13,-0.0035,0.0755,0.072,0.082,11.4,11.4,28.8
459177,Leke Krasniqi,2000,26,Bruck/Mur,Landesliga,1255,28,0.0387,0.0333,0.072,0.072,18.3,18.3,36.8
1432084,Lazar Gacic,2000,26,Bleiburg,Kärntner Liga,7608,85,-0.0326,0.1045,0.0719,0.0719,18.5,18.5,3.7
1067840,Daniel Cosic,2008,18,SC Tactix Liezen,Oberliga Nord,795,16,0.0276,0.0442,0.0718,0.2818,12.6,12.6,23.2
1170887,Amel Hopfgartner,2009,17,NWZ First Vienna FC 1894 U16 / NWZ First Vienna FC 1894 U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,1033,16,0.0141,0.0577,0.0718,0.3318,12.8,12.8,23.6
234178,Stefan Studnicka,1996,30,Scheiblingkirchen-Warth / USV Scheiblingkirchen-Warth,11teamsports 1. Landesliga,1348,32,0.008,0.0637,0.0718,0.1218,18.6,18.6,35.7
934052,Raphael Rainer,2004,22,SV Kuchl,Regionalliga West / Salzburger Liga,3880,69,0.0639,0.0079,0.0718,0.1218,11.8,11.8,6.7
1124713,Jannick Weiss,2009,17,NWZ Horn-Hollabrunn U16 / NWZ Horn-Hollabrunn U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,1453,24,0.0519,0.0199,0.0717,0.3317,12.9,12.9,19.8
1255937,Enes Rujović,1989,37,SV-SCHERMANN Erdbau- Wirtschaft Rohrbach,Oberliga Süd Ost,2029,25,-0.0078,0.0794,0.0717,0.4717,14.3,14.3,25.7
931576,Bence Bendegüz Pataki,2004,22,SV hpt Eberau,Burgenland Energie Landesliga,1804,24,-0.0398,0.1115,0.0716,0.1216,11.9,11.9,16.9
474915,Julian Resch,1999,27,UFC Lumitech Jennersdorf,Burgenland Energie Landesliga / Burgenlandliga,2648,34,-0.03,0.1015,0.0715,0.0715,16.1,16.1,21.0
785277,Maximilian Pußwald,2002,24,FSC Hochegger Dächer Eggendorf/Hartberg Amat.,Landesliga,1200,15,0.0582,0.0133,0.0715,0.0815,11.6,11.6,24.5
1042157,Alessandro Goiginger,2009,17,AKA SV Ried U15 / AKA SV Ried U16 / AKA SV Ried U18 / Junge Wikinger Ried,Regionalliga Mitte / ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4382,53,0.0426,0.0288,0.0714,0.3314,13.0,13.0,4.9
6355,Lorenz Höbarth,1991,35,Weißkirchen,LT1 OÖ Liga,7231,81,0.0399,0.0316,0.0714,0.3414,18.3,18.3,4.0
816004,Oktay Kazan,1998,28,FC Marchfeld Donauauen / FC Mauerwerk Immo / Wiener Sport-Club,Regionalliga Ost,3240,36,-0.0109,0.0822,0.0713,0.0813,17.3,17.3,20.2
1070492,Sanih Mujanovic,2007,19,LASK / LASK Akademie OÖ U18 / SV sedda Bad Schallerbach,LT1 OÖ Liga / Regionalliga Mitte / ÖFB Jugendliga U18,722,9,0.0847,-0.0136,0.0711,0.2211,12.0,12.0,21.2
1248910,Kristof Sandor Nemeth,2005,21,Pischelsdorf,Oberliga Süd Ost,888,13,-0.015,0.0861,0.0711,0.1411,10.9,10.9,22.4
1462345,Abdoulaye Gueye,2003,23,FC Wacker Innsbruck,HYPO TIROL Liga,180,2,0.0705,0.0006,0.0711,0.1011,11.7,11.7,36.1
908545,Timo Kausl,2005,21,SPG Silz/Mötz,Regionalliga West,485,16,0.034,0.0371,0.0711,0.1411,11.0,11.0,26.1
1006446,Luka Ancevski,2006,20,FC Hard / VfB Hohenems,Regionalliga West / VN.at-Eliteliga,5523,85,0.1023,-0.0313,0.071,0.171,10.7,10.7,1.5
1087726,Lukas Madreiter,2010,16,AKA Tirol U15 / AKA Tirol U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2382,34,0.0759,-0.0049,0.071,0.391,13.3,13.3,8.6
1115124,David Ilic,2010,16,NWZ SPG KSV 1919 U16 / NWZ SPG KSV 1919 U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,1597,22,0.0374,0.0336,0.071,0.391,13.5,13.5,16.3
750602,Raffael Horvath,2002,24,ASK Mochart Köflach / Ilztal,Landesliga / Oberliga Süd Ost,1283,33,0.0198,0.0512,0.071,0.081,11.8,11.8,23.0
836473,Emmanuel Kande,1999,27,ASV Siegendorf / ASV Siegendorf 1930 / SV druckmittel.at Gloggnitz,Burgenlandliga / Regionalliga Ost,4357,66,0.0539,0.0171,0.071,0.071,16.3,16.3,10.7
1388099,Ivan Karpenko,2008,18,AKA Hypo Vorarlberg U16 / AKA Hypo Vorarlberg U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3579,52,0.0641,0.0068,0.0709,0.2809,12.7,12.7,7.9
74146,Kevin Brandstätter,1996,30,SV sedda Bad Schallerbach / Union Raiffeisen Mondsee,LT1 OÖ Liga,7027,85,0.0254,0.0455,0.0709,0.1209,19.0,19.0,4.1
1035986,Tobias Paul Pammer,2008,18,1. FC Leibnitz,Oberliga Mitte West,1393,20,-0.002,0.0729,0.0708,0.2808,12.8,12.8,19.4
1064921,Louan Grünzweig,2010,16,NWZ Horn-Hollabrunn U16,ÖFB Jugendregionalliga U16,2193,26,0.0426,0.0282,0.0708,0.3908,13.7,13.7,9.4
824410,Aleksandar Jankovic,2003,23,FC Puch / SAK 1914 / SV Grödig,Salzburger Liga,4273,64,-0.056,0.1268,0.0708,0.1008,11.8,11.8,6.9
1079991,Gabriel Pejic,2008,18,NWZ TWL Elektra U18,ÖFB Jugendregionalliga U18,1765,41,0.0262,0.0445,0.0707,0.2807,12.9,12.9,17.1
831238,Patrick Trimi,2002,24,KAC 1909,Kärntner Liga,2138,43,0.0534,0.0174,0.0707,0.0807,11.9,11.9,17.5
1435326,Denis Tubic,1999,27,Allerheiligen / SV Domaines Kilger Frauental / SV OGET-Pflanzenschutz Raiffeisen Allerheiligen,Landesliga,7243,86,0.0909,-0.0204,0.0706,0.0706,16.6,16.6,4.2
328225,Daniel Reiterer,2000,26,SV-SCHERMANN Erdbau- Wirtschaft Rohrbach,Oberliga Süd Ost,1691,24,0.0136,0.0569,0.0706,0.0706,18.7,18.7,33.0
1063435,Florian Egger,2009,17,AKA SK Austria Klagenfurt U15 / AKA SK Austria Klagenfurt U16 / AKA SK Austria Klagenfurt U18 / Austria Klagenfurt,Kärntner Liga / ÖFB Jugendliga U15 / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,3434,53,0.0583,0.0122,0.0705,0.3305,13.2,13.2,7.9
606286,Philipp Malicsek,1997,29,Admira Wacker / Wiener Viktoria,11teamsports 1. Landesliga / Regionalliga Ost,2335,45,0.0842,-0.0137,0.0705,0.1005,16.3,16.3,23.1
1078900,Marsel Racanovic,2007,19,NWZ TWL Elektra U16,ÖFB Jugendregionalliga Ost U16,1516,17,0.0234,0.047,0.0704,0.2204,12.1,12.1,15.5
418738,Luka Dzidziguri,,,SPG Silz/Mötz,Regionalliga West,276,4,0.0247,0.0456,0.0704,0.0704,,,
851101,Jonas Rossdorfer,2002,24,ASKÖ Oedt,Regionalliga Mitte,2160,36,-0.0384,0.1088,0.0703,0.0803,12.1,12.1,17.2
936925,Fabian Brunner,2007,19,SV Klöcher Bau Oberwart,Regionalliga Ost,270,3,0.0475,0.0228,0.0703,0.2203,12.2,12.2,29.3
693296,Christoph Jakl,1991,35,Red Star Penzing,Wiener Stadtliga,7290,81,0.0435,0.0267,0.0702,0.3402,19.0,19.0,3.2
1107534,Marius Holaus,2010,16,AKA Tirol U15 / AKA Tirol U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,1142,26,0.0459,0.0243,0.0701,0.3901,13.8,13.8,23.0
160104,Patrik Hödl,1997,29,TSV RSI Systems Kirchberg/Raab,Oberliga Süd Ost,2242,25,0.0458,0.0244,0.0701,0.1001,16.6,16.6,24.8
1096159,Niklas Maier,2009,17,NWZ Horn-Hollabrunn U16 / NWZ Horn-Hollabrunn U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,903,14,0.0321,0.0379,0.07,0.33,13.3,13.3,25.8
936256,Gabriel Ceko,2006,20,NWZ TWL Elektra U18,ÖFB Jugendregionalliga Ost U18,1009,15,0.0276,0.0424,0.07,0.17,10.8,10.8,19.1
1057473,Mehmet Akif Öztürk,2004,22,TSV McDonald´s St. Johann,Regionalliga West,907,23,0.0211,0.0488,0.0699,0.1199,12.1,12.1,26.3
1334775,Jaka Vajda,1999,27,Fürstenfeld / UFC Lumitech Jennersdorf,Burgenlandliga / Landesliga,3310,43,-0.0131,0.083,0.0699,0.0699,16.8,16.8,18.4
463812,Florian Deisl,1999,27,Union Henndorf,Salzburger Liga,798,13,0.043,0.0268,0.0698,0.0698,17.0,17.0,40.8
365460,Semir Gvozdjar,1997,29,FC Pinzgau Saalfelden / SV Austria Salzburg,Regionalliga West,3970,52,0.0381,0.0315,0.0697,0.0997,16.9,16.9,15.6
45509,Cem Aygün,1988,38,DSG Union HABAU Perg,LT1 OÖ Liga,4181,50,0.051,0.0187,0.0697,0.5297,15.2,15.2,17.4
883992,Tobias Gubani,2007,19,NWZ SKU Amstetten/AFW U18 / NWZ SPG SKU Amstetten / AFW U18 / NWZ SPG SKU Amstetten/AFW U18,ÖFB Jugendregionalliga Ost U18 / ÖFB Jugendregionalliga U18,1620,27,0.0072,0.0625,0.0697,0.2197,12.3,12.3,15.2
1133960,Ilija Tomic,2003,23,"ESV ""Barbershop Arena"" Knittelfeld",Oberliga Nord,552,17,0.0265,0.0431,0.0696,0.0996,12.0,12.0,29.9
1006891,Anton Tschol,2005,21,RUPP FOOD Austria FC Hörbranz,VN.at-Eliteliga,135,6,0.0453,0.0242,0.0695,0.1395,11.1,11.1,30.2
1528108,Tomaz Stopajnik,2001,25,ASK Voitsberg,Regionalliga Mitte,900,10,0.0475,0.022,0.0695,0.0695,17.4,17.4,39.9
1557338,Shoma Shimooka,2007,19,ASV Siegendorf 1930,Burgenland Energie Landesliga,727,10,0.0385,0.031,0.0695,0.2195,12.5,12.5,21.3
234375,Philip Dimov,,,Wiener Sport-Club,Regionalliga Ost,524,7,0.0043,0.0652,0.0695,0.0695,,,
246697,Christoph Hödl,1999,27,TSV RSI Systems Kirchberg/Raab,Oberliga Süd Ost,2250,25,0.0179,0.0516,0.0695,0.0695,17.2,17.2,24.9
694638,Christian Steinbacher,,,SK Slovan HAC,Wiener Stadtliga,2303,28,0.0667,0.0027,0.0695,0.0695,,,
912382,Kilian Madlener,2000,26,SC Admira Dornbirn 1946,VN.at-Eliteliga / VOL.AT-Eliteliga,5502,65,0.0448,0.0247,0.0695,0.0695,19.0,19.0,12.2
1542880,Dimitrie Deumi Nappi,2004,22,Austria Klagenfurt,Kärntner Liga,540,6,0.0236,0.0458,0.0694,0.1194,12.2,12.2,30.3
241609,Cemil Ersoy,1997,29,SU STRASSER Steine St. Martin i.M.,LT1 OÖ Liga,1456,41,0.0982,-0.0288,0.0694,0.0994,17.3,17.3,33.9
876669,Alexander Kainz,,,ATSV Wolfsberg,Kärntner Liga,3453,45,0.0214,0.048,0.0694,0.0694,,,
189084,Lukas Skrivanek,1997,29,Kalsdorf / SC Stadtwerke Bruck/Mur 1921,Landesliga,6734,81,0.0332,0.0361,0.0693,0.0993,17.6,17.6,4.2
297373,Heiko Norbert Springer,1997,29,St. Veit SC,Kärntner Liga,1378,24,0.0115,0.0579,0.0693,0.0993,17.9,17.9,36.5
62389,Bayram Gas,1994,32,SV sedda Bad Schallerbach,LT1 OÖ Liga,5294,71,-0.046,0.1153,0.0693,0.1893,14.6,14.6,7.5
1075256,Salko Hamzic,2006,20,Red Bull Akademie U18,ÖFB Jugendliga U18,810,9,0.0284,0.0408,0.0692,0.1692,10.9,10.9,20.8
1358188,Chris Jazbar,2009,17,AKA RZ Pellets WAC U15 / AKA RZ Pellets WAC U16 / AKA RZ Pellets WAC U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4322,59,0.06,0.0093,0.0692,0.3292,13.4,13.4,5.3
253556,Bajram Syla,,,DSC Wonisch Installationen / Hertha Wels / SV Licht-Loidl Lafnitz / Wels FC Hertha Juniors,LT1 OÖ Liga / Regionalliga Mitte,6685,83,0.1084,-0.0392,0.0692,0.0692,,,
718075,Muhammed Cevik,1999,27,LAC-Inter,Wiener Stadtliga,2776,38,0.0134,0.0558,0.0692,0.0692,17.5,17.5,21.4
1016834,Luca Ortner,2008,18,LASK / LASK Akademie OÖ U16 / LASK Akademie OÖ U18,Regionalliga Mitte / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4164,68,-0.0048,0.074,0.0691,0.2791,13.0,13.0,5.6
870356,Tobias Feldinger,,,SV teampool Seekirchen,Regionalliga West / Salzburger Liga,953,27,0.0759,-0.0068,0.0691,0.0691,,,
896962,Manuel Hauk,2004,22,SV Wals-Grünau,Regionalliga West,3634,48,0.0505,0.0186,0.0691,0.1191,12.3,12.3,8.0
1053146,Tobias Zeismann,2007,19,NWZ DSV Leoben U18 / Zeltweg,Oberliga Nord / ÖFB Jugendregionalliga Ost U18,1869,23,0.0424,0.0266,0.069,0.219,12.6,12.6,13.5
452598,Hannes Huber,2000,26,FC Hertha Wels / Hertha Wels / Wallern / Wels FC Hertha Juniors,LT1 OÖ Liga / Regionalliga Mitte,5203,76,-0.0634,0.1324,0.069,0.069,19.2,19.2,13.3
1143665,Noel Kustor,1996,30,FC Deutschkreutz / SV Leithaprodersdorf,Burgenland Energie Landesliga / Burgenlandliga,5933,69,0.0305,0.0384,0.0689,0.1189,19.3,19.3,8.9
1305397,Tadej Cuk,1996,30,UFC Lumitech Jennersdorf,Burgenlandliga,651,15,0.0682,0.0007,0.0689,0.1189,19.7,19.7,43.5
463549,Cajetan Beutle,,,Bruck/Mur,Landesliga,1348,15,0.0515,0.0174,0.0689,0.0689,,,
612343,Mario Postl,,,SC Fortuna Wiener Neustadt,11teamsports 1. Landesliga,651,14,0.0619,0.007,0.0689,0.0689,,,
826440,Maximilian Müller,2004,22,Wieselburg,11teamsports 1. Landesliga,2250,30,0.0295,0.0393,0.0688,0.1188,12.5,12.5,14.2
1151784,Lukas Schwarzl,2011,15,AKA SK Rapid U15,ÖFB Jugendliga U15,878,19,0.0689,-0.0001,0.0687,0.4387,7.3,7.3,14.9
778094,Oktay Yendi,,,Retz / SC Mibag Retz / SC Retz,11teamsports 1. Landesliga / Regionalliga Ost,6131,81,-0.0173,0.0859,0.0687,0.0687,,,
786454,Fabian Stein,2002,24,Schattendorf,Burgenlandliga,1098,23,0.0322,0.0364,0.0686,0.0786,12.3,12.3,26.1
859513,Tobias Ribis,2006,20,FC Stubai,HYPO TIROL Liga,1510,32,0.064,0.0046,0.0686,0.1686,11.0,11.0,15.7
318193,Christoph Wengler,2001,25,UFC Stampfl-Bau Ostermiething,LT1 OÖ Liga,3094,52,0.0976,-0.029,0.0685,0.0685,17.6,17.6,19.6
1163959,Manuel Windisch,2011,15,AKA FK Austria Wien U15,ÖFB Jugendliga U15,413,5,0.0478,0.0206,0.0684,0.4384,7.6,7.6,29.1
195696,Markus Forjan,1996,30,FC Hertha Wels / Gleisdorf 09,Regionalliga Mitte,3304,53,-0.0149,0.0832,0.0683,0.1183,20.1,20.1,22.3
407427,Philipp Santeler,1996,30,SC Mils,HYPO TIROL Liga,1871,22,0.0068,0.0615,0.0683,0.1183,20.4,20.4,33.8
1054815,Tobias Brenner,2008,18,NWZ Horn-Hollabrunn U16 / NWZ Horn-Hollabrunn U18,ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,3557,41,0.1011,-0.0329,0.0682,0.2782,13.1,13.1,8.2
1070378,Julian Rumpl,2008,18,AKA FC Flyeralarm Admira U16 / AKA GAK 1902 U16 / AKA GAK 1902 U18 / GAK 1902,Oberliga Mitte West / ÖFB Jugendliga U16 / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,4020,64,0.0755,-0.0073,0.0682,0.2782,13.2,13.2,6.2
1255592,Guilherme Junio da Silva,1995,31,SV typico Lochau,VOL.AT-Eliteliga,2200,25,0.0036,0.0646,0.0682,0.1482,19.9,19.9,28.5
1023328,Stephan Dorfmayr,2004,22,SV Austria Salzburg / SV Bürmoos / USK Maximarkt Anif,Regionalliga West / Salzburger Liga,3860,74,0.0457,0.0224,0.0681,0.1181,12.6,12.6,7.0
487277,Armin Majanovic,2002,24,Spittal/Drau / Völkermarkt,Kärntner Liga,2030,29,0.0948,-0.0267,0.0681,0.0781,12.4,12.4,18.6
125432,Thorsten Schick,,,DSV Leoben / Wildon,Regionalliga Mitte,2407,27,0.0135,0.0545,0.068,0.068,,,
1129008,Adrian Cech,1999,27,Scheiblingkirchen-Warth / USV Scheiblingkirchen-Warth,11teamsports 1. Landesliga,2716,52,-0.0085,0.0765,0.0679,0.0679,17.7,17.7,21.9
1295623,Harrison Sydney-Hill Bond,2009,17,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3063,47,0.0298,0.038,0.0679,0.3279,13.6,13.6,9.6
694487,Sebastian Hosiner,,,Red Star Penzing,Wiener Stadtliga,1106,23,0.0677,0.0002,0.0679,0.0679,,,
904703,Marian Kocis,1995,31,SG Rohrbach/St. Veit,11teamsports 1. Landesliga,2520,28,0.0007,0.0672,0.0679,0.1479,20.3,20.3,26.4
1008183,Collin Iyobosa,2005,21,Draßburg / NWZ First Vienna FC 1894 U18 / SV Horn,Burgenlandliga / Regionalliga Ost / ÖFB Jugendregionalliga Ost U18,2409,38,0.0732,-0.0054,0.0678,0.1378,11.3,11.3,10.0
1068486,Andras Seres,2009,17,NWZ SKN St. Pölten U16,ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga U16,2354,31,0.0488,0.019,0.0678,0.3278,13.7,13.7,15.2
1157396,Milad Hassanzada,2010,16,AKA Tirol U15 / AKA Tirol U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,3602,44,0.0194,0.0484,0.0678,0.3878,14.0,14.0,3.6
441369,Lucas Philipp Bundschuh,,,FC Hard,VN.at-Eliteliga / VOL.AT-Eliteliga,5220,58,0.0075,0.0603,0.0678,0.0678,,,
475851,Marcel Lebenbauer,,,Hartberg/U. USV,Oberliga Süd Ost,2250,25,0.0092,0.0587,0.0678,0.0678,,,
1076365,Jacek Droszcz,2009,17,AKA FK Austria Wien U16 / AKA FK Austria Wien U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,550,13,0.0607,0.007,0.0677,0.3277,13.8,13.8,28.9
1119940,Jan Weissl,,,NWZ SPG KSV 1919 U16,ÖFB Jugendregionalliga U16,1314,21,0.0228,0.0449,0.0677,0.0677,,,
804565,Philipp Eichberger,2003,23,Fortuna Wiener Neustadt / SC Fortuna Wiener Neustadt,11teamsports 1. Landesliga,7152,81,-0.0748,0.1425,0.0677,0.0977,12.2,12.2,3.3
1017090,Lukas Pasterny,2007,19,NWZ DSV Leoben U16 / NWZ DSV Leoben U18 / SC Kutlesa Forstbedarf St.Peter-Freienstein,Oberliga Nord / ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga Ost U18,2357,35,-0.009,0.0765,0.0676,0.2176,12.7,12.7,11.0
187020,Thomas Schwaiger,1997,29,EKRO Tus Krieglach,Oberliga Nord,163,3,0.0376,0.03,0.0676,0.0976,18.2,18.2,53.1
231042,Mateo Kvesa,1997,29,Wallern,Regionalliga Mitte,7247,89,0.0448,0.0228,0.0676,0.0976,18.6,18.6,3.9
416155,Lukas Lamp,1999,27,SC Imst,Regionalliga West,6700,85,0.0072,0.0604,0.0676,0.0676,17.9,17.9,6.1
